case_id,family,n_vars,n_clauses,width,status,witness,assignments,nodes,decisions,propagations,conflicts,literal_checks,xor_source_rows,xor_source_literals,xor_calls,xor_row_checks,xor_pairs,xor_pair_bit_volume,xor_derived,xor_peak_rows,xor_cutoffs,xor_forced
cnf-only-n6-s3,cnf-only,6,24,4,SAT,100000,0,5,3,3,1,247,0,0,0,0,0,0,0,0,0,0
mixed-n6-s4,mixed,6,24,0,SAT,100110,0,3,2,3,0,171,3,9,0,0,0,0,0,0,0,0
mixed-n6-s4,mixed,6,24,2,SAT,100110,0,3,2,3,0,171,3,9,2,6,3,15,1,3,0,0
mixed-n6-s4,mixed,6,24,3,SAT,100110,0,3,2,3,0,197,3,9,3,9,39,191,8,7,0,1
mixed-n6-s4,mixed,6,24,4,SAT,100110,0,3,2,3,0,197,3,9,3,9,45,219,9,7,0,1
planted-n6-s4,planted,6,24,0,SAT,000100,0,3,2,3,0,184,3,9,0,0,0,0,0,0,0,0
planted-n6-s4,planted,6,24,2,SAT,000100,0,3,2,3,0,184,3,9,2,6,3,12,1,3,0,0
planted-n6-s4,planted,6,24,3,SAT,000100,0,2,1,4,0,200,3,9,2,6,36,174,7,7,0,1
planted-n6-s4,planted,6,24,4,SAT,000100,0,2,1,4,0,200,3,9,2,6,42,204,8,7,0,1
cnf-only-n6-s4,cnf-only,6,24,0,SAT,001101,0,5,3,4,1,313,0,0,0,0,0,0,0,0,0,0
cnf-only-n6-s4,cnf-only,6,24,2,SAT,001101,0,5,3,4,1,313,0,0,0,0,0,0,0,0,0,0
cnf-only-n6-s4,cnf-only,6,24,3,SAT,001101,0,5,3,4,1,313,0,0,0,0,0,0,0,0,0,0
cnf-only-n6-s4,cnf-only,6,24,4,SAT,001101,0,5,3,4,1,313,0,0,0,0,0,0,0,0,0,0
mixed-n6-s5,mixed,6,24,0,UNSAT,,0,7,3,10,4,507,3,9,0,0,0,0,0,0,0,0
mixed-n6-s5,mixed,6,24,2,UNSAT,,0,7,3,10,4,507,3,9,3,9,0,0,0,1,0,0
mixed-n6-s5,mixed,6,24,3,UNSAT,,0,3,1,5,2,324,3,9,3,9,30,165,6,5,0,2
mixed-n6-s5,mixed,6,24,4,UNSAT,,0,3,1,5,2,324,3,9,3,9,45,255,9,6,0,2
planted-n6-s5,planted,6,24,0,SAT,101000,0,3,2,4,0,244,3,9,0,0,0,0,0,0,0,0
planted-n6-s5,planted,6,24,2,SAT,101000,0,3,2,4,0,244,3,9,2,6,0,0,0,1,0,0
planted-n6-s5,planted,6,24,3,SAT,101000,0,3,2,4,0,243,3,9,3,9,19,99,4,5,0,1
planted-n6-s5,planted,6,24,4,SAT,101000,0,3,2,4,0,243,3,9,3,9,39,219,8,7,0,1
cnf-only-n6-s5,cnf-only,6,24,0,SAT,110011,0,8,4,14,3,514,0,0,0,0,0,0,0,0,0,0
cnf-only-n6-s5,cnf-only,6,24,2,SAT,110011,0,8,4,14,3,514,0,0,0,0,0,0,0,0,0,0
cnf-only-n6-s5,cnf-only,6,24,3,SAT,110011,0,8,4,14,3,514,0,0,0,0,0,0,0,0,0,0
cnf-only-n6-s5,cnf-only,6,24,4,SAT,110011,0,8,4,14,3,514,0,0,0,0,0,0,0,0,0,0
mixed-n6-s6,mixed,6,24,0,SAT,001010,0,3,2,4,0,242,3,9,0,0,0,0,0,0,0,0
mixed-n6-s6,mixed,6,24,2,SAT,001010,0,3,2,4,0,242,3,9,2,6,0,0,0,0,0,0
mixed-n6-s6,mixed,6,24,3,SAT,001010,0,5,3,5,1,298,3,9,4,12,19,113,2,5,0,1
mixed-n6-s6,mixed,6,24,4,SAT,001010,0,5,3,5,1,298,3,9,4,12,30,177,4,7,0,1
planted-n6-s6,planted,6,24,0,SAT,001010,0,4,2,7,1,306,3,9,0,0,0,0,0,0,0,0
planted-n6-s6,planted,6,24,2,SAT,001010,0,4,2,7,1,306,3,9,2,6,0,0,0,1,0,0
planted-n6-s6,planted,6,24,3,SAT,001010,0,4,2,7,1,314,3,9,3,9,19,107,4,5,0,1
planted-n6-s6,planted,6,24,4,SAT,001010,0,4,2,7,1,314,3,9,3,9,39,225,8,7,0,1
cnf-only-n6-s6,cnf-only,6,24,0,SAT,100011,0,8,4,12,3,536,0,0,0,0,0,0,0,0,0,0
cnf-only-n6-s6,cnf-only,6,24,2,SAT,100011,0,8,4,12,3,536,0,0,0,0,0,0,0,0,0,0
cnf-only-n6-s6,cnf-only,6,24,3,SAT,100011,0,8,4,12,3,536,0,0,0,0,0,0,0,0,0,0
cnf-only-n6-s6,cnf-only,6,24,4,SAT,100011,0,8,4,12,3,536,0,0,0,0,0,0,0,0,0,0
mixed-n6-s7,mixed,6,24,0,SAT,100011,0,4,2,8,1,293,3,9,0,0,0,0,0,0,0,0
mixed-n6-s7,mixed,6,24,2,SAT,100011,0,4,2,8,1,293,3,9,2,6,0,0,0,1,0,0
mixed-n6-s7,mixed,6,24,3,SAT,100011,0,4,2,6,1,243,3,9,3,9,30,174,6,6,0,2
mixed-n6-s7,mixed,6,24,4,SAT,100011,0,4,2,6,1,243,3,9,3,9,36,210,7,7,0,2
planted-n6-s7,planted,6,24,0,SAT,001001,0,3,2,3,0,188,3,9,0,0,0,0,0,0,0,0
planted-n6-s7,planted,6,24,2,SAT,001001,0,3,2,3,0,188,3,9,2,6,15,87,3,6,0,0
planted-n6-s7,planted,6,24,3,SAT,001001,0,3,2,3,0,188,3,9,2,6,30,174,6,6,0,0
planted-n6-s7,planted,6,24,4,SAT,001001,0,3,2,3,0,188,3,9,2,6,36,210,7,7,0,0
cnf-only-n6-s7,cnf-only,6,24,0,SAT,111000,0,9,5,12,3,573,0,0,0,0,0,0,0,0,0,0
cnf-only-n6-s7,cnf-only,6,24,2,SAT,111000,0,9,5,12,3,573,0,0,0,0,0,0,0,0,0,0
cnf-only-n6-s7,cnf-only,6,24,3,SAT,111000,0,9,5,12,3,573,0,0,0,0,0,0,0,0,0,0
cnf-only-n6-s7,cnf-only,6,24,4,SAT,111000,0,9,5,12,3,573,0,0,0,0,0,0,0,0,0,0
cycle-n6-0,cycle,6,12,0,SAT,000000,0,2,1,5,0,92,6,12,0,0,0,0,0,0,0,0
cycle-n6-0,cycle,6,12,2,SAT,000000,0,2,1,5,0,92,6,12,1,6,105,567,9,15,0,0
cycle-n6-0,cycle,6,12,3,SAT,000000,0,2,1,5,0,92,6,12,1,6,105,567,9,15,0,0
cycle-n6-0,cycle,6,12,4,SAT,000000,0,2,1,5,0,92,6,12,1,6,435,2481,24,30,0,0
cycle-n6-1,cycle,6,12,0,UNSAT,,0,3,1,10,2,160,6,12,0,0,0,0,0,0,0,0
cycle-n6-1,cycle,6,12,2,UNSAT,,0,1,0,0,1,24,6,12,1,6,33,166,9,15,0,0
cycle-n6-1,cycle,6,12,3,UNSAT,,0,1,0,0,1,24,6,12,1,6,33,166,9,15,0,0
cycle-n6-1,cycle,6,12,4,UNSAT,,0,1,0,0,1,24,6,12,1,6,41,203,24,30,0,0
mixed-n10-s0,mixed,10,40,0,SAT,0010101100,0,19,10,40,8,2325,5,15,0,0,0,0,0,0,0,0
mixed-n10-s0,mixed,10,40,2,SAT,0010101100,0,19,10,40,8,2325,5,15,10,50,43,352,10,6,0,0
mixed-n10-s0,mixed,10,40,3,SAT,0010101100,0,9,5,19,3,1151,5,15,6,30,143,1299,21,11,0,1
mixed-n10-s0,mixed,10,40,4,SAT,0010101100,0,9,5,19,3,1151,5,15,6,30,317,2953,35,20,0,1
planted-n10-s0,planted,10,40,0,SAT,1011000110,0,5,3,11,1,798,5,15,0,0,0,0,0,0,0,0
planted-n10-s0,planted,10,40,2,SAT,1011000110,0,5,3,11,1,798,5,15,3,15,1,7,0,2,0,0
planted-n10-s0,planted,10,40,3,SAT,1011000110,0,5,3,11,1,798,5,15,3,15,227,2133,22,17,0,0
planted-n10-s0,planted,10,40,4,SAT,1011000110,0,5,3,11,1,798,5,15,3,15,586,5613,45,24,0,0
cnf-only-n10-s0,cnf-only,10,40,0,SAT,1000000000,0,7,5,4,1,575,0,0,0,0,0,0,0,0,0,0
cnf-only-n10-s0,cnf-only,10,40,2,SAT,1000000000,0,7,5,4,1,575,0,0,0,0,0,0,0,0,0,0
cnf-only-n10-s0,cnf-only,10,40,3,SAT,1000000000,0,7,5,4,1,575,0,0,0,0,0,0,0,0,0,0
cnf-only-n10-s0,cnf-only,10,40,4,SAT,1000000000,0,7,5,4,1,575,0,0,0,0,0,0,0,0,0,0
mixed-n10-s1,mixed,10,40,0,SAT,1101101100,0,16,9,26,6,1937,5,15,0,0,0,0,0,0,0,0
mixed-n10-s1,mixed,10,40,2,SAT,1101101100,0,16,9,26,6,1937,5,15,9,45,15,146,2,4,0,0
mixed-n10-s1,mixed,10,40,3,SAT,1101101100,0,6,3,12,2,829,5,15,4,20,128,1175,14,11,0,1
mixed-n10-s1,mixed,10,40,4,SAT,1101101100,0,6,3,12,2,829,5,15,4,20,300,2835,27,20,0,1
planted-n10-s1,planted,10,40,0,SAT,0111100001,0,3,2,8,0,572,5,15,0,0,0,0,0,0,0,0
planted-n10-s1,planted,10,40,2,SAT,0111100001,0,3,2,8,0,572,5,15,2,10,0,0,0,0,0,0
planted-n10-s1,planted,10,40,3,SAT,0111100001,0,2,1,9,0,568,5,15,2,10,83,789,9,11,0,1
planted-n10-s1,planted,10,40,4,SAT,0111100001,0,2,1,9,0,568,5,15,2,10,245,2373,21,20,0,1
cnf-only-n10-s1,cnf-only,10,40,0,SAT,1000100000,0,4,3,7,0,560,0,0,0,0,0,0,0,0,0,0
cnf-only-n10-s1,cnf-only,10,40,2,SAT,1000100000,0,4,3,7,0,560,0,0,0,0,0,0,0,0,0,0
cnf-only-n10-s1,cnf-only,10,40,3,SAT,1000100000,0,4,3,7,0,560,0,0,0,0,0,0,0,0,0,0
cnf-only-n10-s1,cnf-only,10,40,4,SAT,1000100000,0,4,3,7,0,560,0,0,0,0,0,0,0,0,0,0
mixed-n10-s2,mixed,10,40,0,SAT,1010111001,0,4,2,10,1,682,5,15,0,0,0,0,0,0,0,0
mixed-n10-s2,mixed,10,40,2,SAT,1010111001,0,4,2,10,1,682,5,15,2,10,3,24,1,3,0,0
mixed-n10-s2,mixed,10,40,3,SAT,1010111001,0,4,2,10,1,682,5,15,2,10,76,744,8,11,0,0
mixed-n10-s2,mixed,10,40,4,SAT,1010111001,0,4,2,10,1,682,5,15,2,10,310,2866,26,20,0,0
planted-n10-s2,planted,10,40,0,SAT,1111000010,0,3,2,8,0,561,5,15,0,0,0,0,0,0,0,0
planted-n10-s2,planted,10,40,2,SAT,1111000010,0,3,2,8,0,561,5,15,2,10,0,0,0,1,0,0
planted-n10-s2,planted,10,40,3,SAT,1111000010,0,3,2,8,0,561,5,15,2,10,64,630,7,9,0,0
planted-n10-s2,planted,10,40,4,SAT,1111000010,0,3,2,8,0,561,5,15,2,10,281,2601,24,20,0,0
cnf-only-n10-s2,cnf-only,10,40,0,SAT,0010000001,0,6,4,7,1,634,0,0,0,0,0,0,0,0,0,0
cnf-only-n10-s2,cnf-only,10,40,2,SAT,0010000001,0,6,4,7,1,634,0,0,0,0,0,0,0,0,0,0
cnf-only-n10-s2,cnf-only,10,40,3,SAT,0010000001,0,6,4,7,1,634,0,0,0,0,0,0,0,0,0,0
cnf-only-n10-s2,cnf-only,10,40,4,SAT,0010000001,0,6,4,7,1,634,0,0,0,0,0,0,0,0,0,0
mixed-n10-s3,mixed,10,40,0,SAT,1010001010,0,11,6,25,4,1130,5,15,0,0,0,0,0,0,0,0
mixed-n10-s3,mixed,10,40,2,SAT,1010001010,0,7,4,11,2,778,5,15,5,25,60,557,12,10,0,0
mixed-n10-s3,mixed,10,40,3,SAT,1010001010,0,4,3,7,0,505,5,15,4,20,271,2422,27,17,0,1
mixed-n10-s3,mixed,10,40,4,SAT,1010001010,0,4,3,7,0,505,5,15,4,20,496,4520,43,22,0,1
planted-n10-s3,planted,10,40,0,SAT,0110011011,0,12,6,28,5,1557,5,15,0,0,0,0,0,0,0,0
planted-n10-s3,planted,10,40,2,SAT,0110011011,0,10,5,20,4,1391,5,15,6,30,24,182,3,7,0,0
planted-n10-s3,planted,10,40,3,SAT,0110011011,0,3,1,10,1,513,5,15,2,10,61,511,6,11,0,2
planted-n10-s3,planted,10,40,4,SAT,0110011011,0,3,1,10,1,513,5,15,2,10,174,1490,16,18,0,2
cnf-only-n10-s3,cnf-only,10,40,0,SAT,0100000000,0,6,5,5,0,503,0,0,0,0,0,0,0,0,0,0
cnf-only-n10-s3,cnf-only,10,40,2,SAT,0100000000,0,6,5,5,0,503,0,0,0,0,0,0,0,0,0,0
cnf-only-n10-s3,cnf-only,10,40,3,SAT,0100000000,0,6,5,5,0,503,0,0,0,0,0,0,0,0,0,0
cnf-only-n10-s3,cnf-only,10,40,4,SAT,0100000000,0,6,5,5,0,503,0,0,0,0,0,0,0,0,0,0
mixed-n10-s4,mixed,10,40,0,SAT,0111000000,0,8,5,14,2,1164,5,15,0,0,0,0,0,0,0,0
mixed-n10-s4,mixed,10,40,2,SAT,0111000000,0,8,5,14,2,1164,5,15,5,25,16,132,3,6,0,0
mixed-n10-s4,mixed,10,40,3,SAT,0111000000,0,5,3,10,1,806,5,15,5,25,312,2568,33,15,0,2
